RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
507,Garlicky Baked Chicken Marinade,35,30,65,"c(""mayonnaise"", ""garlic powder"", ""Kitchen Bouquet"", ""fresh parsley"")",200.7,18.1,2.8,7.6,508.0,10.2,0.0,4.3,0.4,"c(""In a medium bowl, mix together the mayonnaise, Italian dressing, garlic powder, Italian seasoning, and Kitchen Bouquet."", ""Place the chicken in the marinade."", ""Cover and marinate in the refrigerator for 20 minutes."", ""Preheat oven to 350 degrees Fahrenheit."", ""Shake off the marinade from the chicken; discard excess marinade."", ""Place the chicken in a baking pan coated with non-stick spray."", ""Bake for 15 minutes or until the chicken is fork-tender and no pink remains."", ""Sprinkle with parsley before serving."", 
""Note: This is great grilled or broiled too."", ""Libby's notes:  Yes it really does cook this quickly--surprised even  me.   When I make it next I'm going to freeze the chicken in the  marinade. I  think  there's enough dressing to keep the mayonnaise from separating too  badly but  since the marinade is discarded anyway, it shouldn't  make much difference."")"
512,Coffee Frappe,0,20,20,"c(""coffee"", ""sugar"")",48.4,0.0,0.0,0.0,10.5,12.5,0.1,9.5,0.1,"c(""Place the ice, coffee, sugar and syrup in a blender."", ""Blend until the frappe  is smooth."", ""Pour into a large, tall glass."", ""Garnish with a dollop of whipped  cream."")"
514,Cafe Vienna Mix,0,10,10,"c(""instant coffee"", ""sugar"", ""cinnamon"")",25.4,0.0,0.0,0.4,12.3,5.4,0.0,4.9,0.9,"c(""Stir instant coffee, sugar, dry milk powder and cinnamon together."", ""Process in a blender until powdered."", ""Use 2 teaspoons to one cup of hot water."")"
515,Habanero Honey,0,60,60,"c(""habanero pepper"", ""good local honey"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""Take a sterilized canning jar (I use 8 oz jelly jars) and fill half way up with honey."", ""Stuff as many pepper halves as you can into the jar, taking care not to trap air."", ""Fill the the rest of the jar with honey and put on lid tightly. Don't worry about the seal, you'll be opening it again before you're done."", ""Vibrate the jar(s) to allow any trapped air to get to the top (I put my jars on top of the washer during the spin cycle)."", ""Allow to sit for 2 or 3 days."", ""Open the jars to release any trapped air/outgassing from the peppers, reseal and store in a cool dry place.""
)"
516,Glowing Jell-O,0,55,55,"""gelatin""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""Equipment:"", ""1 mold pan"", ""1 Angel food or Bundt cake pan"", ""1 Clear glass plate"", ""1 Small flashlight (I am also thinking you can buy one of those small safety flash red strobe-type lights for night use   the kind that uses the AAA batteries. I have a small one that I use on my bike that may be appropriate for this kind of dish)"", ""Prepare the gelatin according to package directions and pour into mold or a big  plastic bowl."", ""Take a Bundt cake pan or any angel food cake pan with a hollow  cylinder center where you can insert a small flashlight.  Unmold the gelatin  onto the clear glass plate and place the plate atop the cake pan with the  flashlight underneath, standing up."", 
""Turn out the lights!  For extra special  effect, you can put the blinking red strobe light under another small  transparent glass dish or plastic wrap and put that under the gelatin as well."", ""Some ideas: blue gelatin with red flashing strobe light lime gelatin with red flashing strobe light layered gelatin mold of red, green, and yellow gelatin with lights under it Halloween Flies Last year there was a similar thread with lots of fun ideas."", ""One I remember was  inserting almond slivers into black raisins to make \""flies\"", which you suspend  in orange Jello.""
)"
517,Greek Stuffed Meatloaf,114,35,149,"c(""lamb"", ""hamburger"", ""eggs"", ""milk"", ""quick oats"", ""onion"", ""garlic cloves"", ""fresh parsley"", ""salt"", ""cumin"", ""pepper"", ""fresh spinach"", ""frozen spinach"", ""egg"", ""feta cheese"", ""ketchup"", ""cinnamon"", ""parmesan cheese"", ""Tabasco sauce"")",368.4,21.5,8.8,133.1,855.2,15.9,2.6,3.9,27.7,"c(""Preheat oven to 350 degrees Fahrenheit."", ""Mix lamb and hamburger together."", ""Combine with eggs, milk, and oats. Set aside."", ""Saute onion in oil over moderate-low or low heat for 20 to 30 minutes until translucent and golden. Estimate the cooking time for the onions and approximately 3 to 4 minutes before the end of the cooking, add the garlic."", ""Combine meat mixture with onions, garlic, parsley, salt, cumin, and pepper."", ""In  a 9\"" X 13\"" baking dish, shape 2/3 of meat mixture into a hollow shell."", 
""Combine spinach, egg, and feta cheese from filling ingredient list. Pack this filling into the hollow cavity of the meat loaf."", ""Sprinkle with chopped olives."", ""Cover filling with remaining meat mixture."", ""Combine ketchup, cinnamon, parmesan cheese and Tabasco sauce if using for the topping; spread over meatloaf."", ""Bake for 70 to 80 minutes."")"
518,Garlic Rosemary Chicken,105,15,120,"c(""roasting chickens"", ""rosemary"", ""garlic cloves"", ""red onions"", ""garlic heads"", ""olive oil"", ""fresh rosemary"")",465.4,30.3,8.5,133.7,130.8,13.8,2.1,4.8,33.3,"c(""Preheat oven to 450°F."", ""Remove the giblets, etc. and discard."", ""Loosen skin around chicken and stuff with rosemary and crushed garlic between the skin on breasts and drummys."", ""Lift the wingtips up and over back, and tuck under the chicken."", ""Place chicken breast side up, on broiler pan."", ""Cut thin slice from each end of onion."", ""Remove paper from garlic and chop tops."", ""Brush garlic and onions with olive oil and arrange around chicken."", ""Insert meat thermometer into meaty part of thigh."", 
""Bake at 450°F for 30 minutes, reduce to 350°F and bake 1 hour and 15 minutes or until meat thermometer hits 180°F."")"
519,Spicy Hash Browns - Homemade,30,15,45,"c(""olive oil"", ""paprika"", ""chili powder"", ""salt"", ""black pepper"", ""baking potatoes"")",226.8,5.7,0.8,0.0,247.7,41.3,4.0,1.9,3.9,"c(""Preheat oven to 400 degrees Fahrenheit."", ""Combine olive oil, paprika, chili powder, salt, red peppers, and black pepper in a large bowl; stir well."", ""Add diced potatoes and stir well to coat."", ""Place potatoes in a single layer on a cookie sheet coated with cooking spray."", ""Bake at 400 degrees Fahrenheit for 30 minutes or until browned."")"
520,Apple Pie Cake,30,10,40,"c(""sugar"", ""egg"", ""salt"", ""butter"", ""flour"", ""baking powder"", ""cinnamon"", ""nutmeg"", ""vanilla"", ""baking apples"", ""pecans"", ""golden raisin"")",359.1,17.4,8.0,53.8,448.3,50.0,2.4,34.1,3.6,"c(""Cream butter, sugar and the egg."", ""Mix together the flour, baking powder, cinnamon, salt,  nutmeg, vanilla, apples, pecans, and raisins."", ""Mix together well with the creamed mixture."", ""Pour the batter into a round pie dish and bake at 350 30 to 40 minutes or until the cake is done and a toothpick inserted near the center comes out clean, not doughy."")"
522,"Apple, Chicken and Mushroom Casserole",75,45,120,"c(""apples"", ""chicken drumsticks"", ""onion"", ""salt"", ""dried thyme"", ""water"", ""plain yogurt"", ""brown button mushrooms"")",170.7,7.5,2.4,63.1,382.9,9.8,1.6,7.1,16.0,"c(""Peel, core and dice apples."", ""Place chicken, onion and apple in a casserole dish with the mushroom soup mix, thyme, mustard and water."", ""Place a tight fitting lid on top."", ""Bake at 180 degrees Celsius for 1 hour or until chicken is tender."", ""Stir in yogurt."", ""Clean mushrooms and cut in half."", ""Mix with chicken in casserole."", ""Bake for another 15 minutes."", ""Season with salt and pepper."")"
524,Apricot Muffins,20,30,50,"c(""fresh apricot"", ""lemon juice"", ""shortening"", ""sugar"", ""egg"", ""all-purpose flour"", ""baking powder"", ""salt"", ""nutmeg"", ""milk"", ""walnuts"", ""granulated sugar"")",149.9,6.6,1.5,16.2,166.4,20.6,0.8,9.7,2.6,"c(""Combine apricot pieces and lemon juice. Cream shortening and sugar, beat in egg  and stir in apricots."", ""Sift flour, baking powder, salt and nutmeg; add to first  mixture alternately with milk."", ""Add chopped nuts with last portion of flour."", ""Fill greased muffin tins two thirds full."", ""Sprinkle a little granulated sugar on top  of each muffin."", ""Bake about 20 minutes at 350 degrees F."", ""Makes 12 muffins."")"
525,Low-Fat Cool Cauliflower Salad,3,25,28,"c(""head cauliflower"", ""red onion"", ""green bell pepper"", ""scallions"", ""fresh chives"", ""basmati rice"")",557.5,19.1,3.6,0.0,74.2,87.8,8.9,7.8,12.3,"c(""Place cauliflower in a steamer basket over boiling water."", ""Cover pan and steam about 3 minutes, until almost tender."", ""Chill ."", ""Combine onion, bell pepper, scallions, chives, and cooked basmati rice in a bowl."", ""Add chilled cauliflower."", ""Drizzle with dressing and serve chilled."")"
527,Coquilles St. Jacques Duglere,23,50,73,"c(""potato"", ""butter"", ""milk"", ""scallops"", ""shallots"", ""onion"", ""salt"", ""peppercorns"", ""bay leaf"", ""water"", ""lemon juice"", ""tomatoes"", ""butter"", ""flour"", ""parsley"", ""butter"")",283.2,13.4,8.3,44.3,237.0,31.7,3.3,8.7,10.3,"c(""First make the potato puree.  Peel and boil potatoes, drain and dry them, then beat them to a puree with the milk and butter."", ""Put scallops in a pan with the sliced shallot or onion, salt, peppercorns, and bayleaf."", ""Pour on the water, add the lemon juice and poach gently for 5 minutes."", ""(Do not let the scallops boil because this toughens them.)"", ""Scald and skin the tomatoes, cut into four, remove seeds, cut flesh in four again."", ""Melt the butter in a pan, remove from heat, and stir in the flour."", 
""Blend in the liquid strained from the scallops."", ""Stir over a gentle heat until liquid starts to thicken; add the creamy milk and bring to the boil."", ""Simmer for 2 or 3 minutes, taste for seasoning."", ""Add prepared tomatoes and parsley."", ""Slice or quarter the scallops and put into 4 to 6 buttered deep scallop shells; spoon the sauce over."", ""Pipe potato puree around each shell, sprinkle lightly with brown breadcrumbs and a few tiny shavings of extra butter."", ""If you prepare dish early in the day, put it in a hot oven 400 degrees Fahrenheit for 10 to 15 minutes to heat through."", 
""If freshly cooked and scallops, potatoes and sauce are hot, put under the grill to glaze and brown the potatoes."")"
528,Corn and Potato Chowder,27,15,42,"c(""bacon"", ""onion"", ""potato"", ""red bell pepper"", ""milk"", ""corn"", ""corn"", ""fresh thyme"")",314.2,10.7,4.7,24.8,493.9,50.1,4.5,7.2,10.2,"c(""Cook bacon in heavy large saucepan over medium heat until fat is   rendered, about 3 minutes."", ""Add onion and cook until tender, stirring occasionally, for about 8 minutes."", ""Add potato and bell pepper and saute 1  minute."", ""Add 2 cups of milk and bring to a boil."", ""Reduce heat and simmer until vegetables are tender and soup thickens slightly, stirring occasionally, about 15 minutes."", ""Add creamed corn, fresh or frozen corn kernels, and 1 tablespoon thyme (or 1 teaspoon dried thyme) to soup."", 
""Simmer until heated through."", ""Season to taste with   salt and pepper If soup is too thick, thin with additional milk."")"
529,Corn Chowder,20,10,30,"c(""bacon"", ""potatoes"", ""onion"", ""celery ribs"", ""water"", ""bacon"")",911.1,24.0,7.7,32.6,1717.5,164.6,17.6,23.2,23.3,"c(""Dice  bacon, fry until crisp; drain and set aside, reserving 3 tablespoons of grease."", ""Stir diced potatoes,  diced onion, and celery into the grease."", ""Add water, salt and pepper to taste."", ""Cook until soft."", ""Then add can cream style corn and can of milk."", ""Heat to desired temperature."", ""Dish up into soup bowls and garnish with crumbled bacon."")"
532,Grilled Lamb with Lima Bean Skordalia,250,75,325,"c(""plain yogurt"", ""garlic"", ""fresh rosemary"", ""fresh lemon zest"", ""pepper"", ""leg of lamb"", ""frozen baby lima beans"", ""garlic"", ""olive oil"", ""fresh lemon juice"", ""fresh parsley"")",390.4,28.5,4.5,4.0,65.4,27.1,6.1,1.5,8.6,"c(""FOR LAMB: Puree first 6 ingredients in blender or processor."", ""Score large  muscles of lamb to form even thickness."", ""Rub yogurt mixture over lamb."", ""Transfer to shallow dish.  Cover and chill overnight."", ""FOR SKORDALIA: Place beans in processor."", ""With machine running, add garlic through feed tube and chop."", ""Gradually add oil and puree, scraping down sides as needed."", ""Season to taste with lemon juice, salt and pepper."", ""Stir in parsley."", ""(Can be made 4 hours ahead.  Cover; let stand at room temperature.)"", 
""Prepare barbecue (medium-high heat) or preheat broiler."", ""Season lamb with salt and pepper."", ""Grill lamb about 10 minutes per side for medium-rare. Let stand 5 minutes."", ""Cut lamb against grain into thin slices."", ""Serve lamb with skordalia and bread."")"
534,Green Mango Salad With Cilantro Vinaigrette,0,15,15,"c(""mango"", ""bean sprouts"", ""carrot"", ""lemon juice"", ""low sodium soy sauce"", ""garlic clove"", ""granulated sugar"", ""fresh cilantro"")",92.2,0.6,0.1,0.0,146.9,22.5,2.8,18.8,2.2,"c(""Peel, seed and grate mango."", ""In a medium bowl, combine mango, bean sprouts, and  grated carrot."", ""Mix remaining ingredients in a small bowl and combine with mango  mixture."")"
535,Greens and Apples,0,25,25,"c(""soy margarine"", ""granny smith apples"", ""greens"")",91.5,2.1,0.3,0.0,31.9,19.1,1.7,16.2,0.3,"c(""In large saucepan, melt margarine over medium heat. Add apples and cook,  stirring, until lightly browned."", ""Add remaining ingredients."", ""Cover and cook,  stirring occasionally, until greens are tender."", ""Serve immediately."")"
538,Ginger Layer Dessert,0,35,35,"c(""mandarin oranges"", ""pears"")",351.7,19.5,10.7,55.3,292.4,42.2,1.9,16.1,3.9,"c(""Drain the cans of fruit, reserving the syrup."", ""Place one third of the gingernuts in a layer in the bottom of a 5 cup souffle dish and spoon over just enough of the syrup to moisten the biscuits."", ""Arrange one third of the fruit on top and cover with a layer of cream."", ""Repeat the layers twice and chill in the refrigerator."", ""Decorate with chocolate vermicelli before serving."", ""Cheers,  Doreen Doreen Randal,  Wanganui."", ""New Zealand."")"
539,Gingerbread Yule Log,3,60,63,"c(""eggs"", ""molasses"", ""butter"", ""margarine"", ""sugar"", ""all-purpose flour"", ""baking powder"", ""baking soda"", ""cinnamon"", ""ginger"", ""clove"", ""salt"", ""confectioners' sugar"", ""cinnamon"", ""vanilla extract"", ""clove"", ""cinnamon"")",287.2,16.0,9.5,107.8,202.8,32.8,0.6,18.4,4.0,"c(""In a mixing bowl, beat yolks on high until thickened, about 3 minutes."", ""Beat in molasses and butter. In another bowl, beat whites until foamy;"", ""gradually add sugar, beating until soft peaks form. Fold into yolk mixture."", ""Combine dry ingredients; gently fold into egg mixture until well mixed."", ""Line a greased 15x10x1 in. baking pan with waxed paper; grease and flour paper."", ""Spread batter into pan. Bake at 375'F for 9-12 minutes or until cake springs back when lightly touched."", ""Turn onto a linen towel dusted with confectioners' sugar."", 
""Peel off paper and roll cake up in towel, starting with short end."", ""Cool on a wire rack"", ""Meanwhile, beat the first five filling ingredients in a mixing bowl until soft peaks form."", ""Unroll cake; spread with half the filling. Roll up."", ""Spread remaining filling over cake."", ""Sprinkle with cinnamon if desired."")"
541,Slow-Cooker Grape Jelly Meatballs,30,25,55,"c(""lean beef"", ""potato"", ""egg"", ""onion"", ""Heinz Chili Sauce"", ""Worcestershire sauce"")",22.2,0.8,0.3,7.7,30.4,1.7,0.1,0.8,2.1,"c(""Sauce: 13 ounce bottle Heinz Chili Sauce 5 ounce jar grape jelly dash Worcestershire sauce Combine first 4 ingredients in large bowl and mix well."", ""Add enough breadcrumbs  to make meatballs the proper consistency; if the  mixture becomes too dry and  crumbly, add a little milk and  continue.  Season with salt and pepper."", ""Form  into small  meatballs."", ""Brown meatballs, a few at a time, in a large skillet  over medium- high heat.  If meat is very lean, you may need to add a bit of oil  to  your skillet.  Blend sauce ingredients and pour over meatballs."", 
""Cover and  simmer about 30 minutes, stirring occasionally     or,  transfer meatballs to a  crock pot, and cook on low for several hours  until done. Serve warm."")"
542,Gray Girls' Easy Chicken Fingers,20,10,30,"""boneless skinless chicken breast""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""Cut chicken into strips."", ""Dip chicken in the salad dressing and then in the smashed crackers!"", ""Bake for 15-20 minutes at 400F."")"
543,Greek Chicken and Cucumber Sauce,1469,35,1504,"c(""lemon juice"", ""olive oil"", ""salt"", ""pepper"", ""oregano"", ""cumin"", ""garlic cloves"", ""boneless skinless chicken"", ""English cucumber"", ""salt"", ""skim milk yogurt"", ""light mayonnaise"", ""parsley"", ""of fresh mint"", ""garlic cloves"")",297.5,16.4,2.7,83.9,1271.1,9.8,0.8,5.1,27.0,"c(""Combine marinade ingredients and pour over chicken."", ""Marinate in the fridge for up to 24 hours."", ""Remove chicken from marinade and grill over medium heat for 5 -7 minutes per side."", ""Serve with rice, or oven roasted potatoes, and cucumber sauce."", ""Makes 4 servings."", ""Tip: The marinade can also be used on strips of chicken."", ""After marinating, thread the strips onto skewers and grill for 5 - 7 minutes per side."", ""CUCUMBER SAUCE:"", ""In a strainer mix cucumber and salt and set aside for at least 15 minutes."", 
""Squeeze excess liquid from cucumber."", ""Blend grated cucumber with remaining sauce ingredients and refrigerate until needed."", ""Serve with Greek Chicken."", ""Tip: If you don't have a strainer put cucumber and salt in a double layer of paper coffee filters."", ""Gently squeeze the excess liquid out of the mixture."")"
544,Greek Mushroom Salad,3,35,38,"c(""olive oil"", ""mushroom"", ""garlic cloves"", ""basil"", ""marjoram"", ""tomatoes"", ""lemon juice"", ""water"", ""salt"", ""fresh pepper"", ""fresh parsley"", ""fresh coriander"")",36.1,2.5,0.3,0.0,30.1,3.1,0.7,1.5,1.5,"c(""Heat the oil on low in a frying pan, then gently fry the mushrooms for 2-3 minutes."", ""Do not overcook."", ""Sprinkle in garlic and basil, then toss the mixture for a minute or two so that mushrooms are well coated."", ""Add the tomato, lemon juice, water, salt, and pepper."", ""Stir together and cook until the tomato softens."", ""Remove from heat and let cool."", ""Garnish with chopped herbs."")"
546,Green Death Tuna Sandwich,0,10,10,"c(""tuna"", ""mayonnaise"", ""avocado"", ""pepper"", ""cheese slices"")",758.0,41.6,10.8,170.6,796.0,39.6,10.5,5.4,57.5,"c(""Mix first five ingredients together."", ""Toast whole grain bread."", ""Top two slices with cheese followed by the tuna salad."", ""Cover with remaining toasted bread."", ""Variation: Green Death Tuna Melt. Fill two pieces of bread with cheese and tuna salad.  Butter the outsides of the bread and cook as for grilled cheese sandwiches."")"
547,Baked Creamed Potatoes,30,30,60,"c(""potatoes"", ""mayonnaise"", ""sour cream"", ""milk"", ""eggs"", ""mustard"", ""parsley"", ""cheese"", ""parmesan cheese"")",267.1,15.2,4.2,65.4,311.1,28.0,2.6,3.4,6.0,"c(""Peel and chop potatoes, cook in boiling salted water until tender, drain well."", ""Mash until smooth, mix with mayonnaise, sour cream, milk, lightly beaten eggs, mustard and parsley; season with salt and pepper."", ""Press mixture though a sieve, spoon mixture evenly into a greased casserole dish."", ""Sprinkle with grated cheeses."", ""Bake in a moderate oven 20 - 30 minutes or until golden on top."")"
548,Grilled Bourbon Salmon,67,20,87,"c(""soy sauce"", ""brown sugar"", ""Bourbon"", ""fresh cracked pepper"", ""garlic powder"", ""salmon fillet"")",429.3,32.3,4.5,52.3,590.4,9.4,0.1,8.4,24.4,"c(""Combine juice, soy, brown sugar, bourbon, pepper, garlic powder and oil in a bowl."", ""Remove all skin from the salmon."", ""Place the salmon in a glass dish side by side. Pour some of the marinade over (reserve some for basting while grilling). Refrigerate for at least 1 hour a few hours will be even better."", ""Drain and grill over med.-high about 5-7 minutes per side or until fish flakes-basting with the reserved marinade."")"
549,Grilled Chicken & Veggie Pizza,12,40,52,"c(""boneless skinless chicken"", ""zucchini"", ""onion"", ""mozzarella cheese"", ""tomatoes"", ""fresh basil"")",386.5,23.9,11.9,99.4,814.2,9.9,1.9,5.8,33.2,"c(""Coat chicken with salad dressing and barbecue over medium heat for 5-7 minutes  per side. Cool slightly and slice thinly."", ""Barbecue red pepper until skin is  blackened on all sides."", ""Put pepper in a plastic bag and close bag until pepper  is cool enough to handle. Remove and discard skin, seeds and core. Cut pepper  into strips."", ""Slice zucchini lengthwise and slice onion into thick slices."", ""Barbecue until softened."", ""Cut zucchini into bite size pieces."", ""Sprinkle 1 cup of  cheese over pizza crust and top with tomato slices."", 
""Arrange chicken and  vegetables on top and sprinkle with remaining cheese and fresh basil."", ""Put pizza  on the barbecue, close the lid, and bake for 3 to 5 minutes or until the crust  is lightly browned and the cheese has melted."", ""Serves 2 to 4 people."")"
550,Grilled Bell Peppers,12,35,47,"c(""bell pepper"", ""olive oil"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""Take several bell peppers, cleaned of the stems and seeds.  Cut into strips lengthwise.  These can be four to six depending  on the size of the peppers and your preference."", ""Season LIGHTLY with salt and freshly ground black pepper."", ""Brush both sides of the strips with good olive oil."", ""Place  skin side down on hot grill, until skin blisters and peppers soften   (3-8 minutes depending on grill). You can let the skin brown a bit if desired."", ""Turn peppers and grill until inner side is done (about half the time of  the skin side -- 2-4 minutes)."", 
""Try this with different color peppers.  Maybe add a few green onions."", ""Try this with Anaheim peppers --  Very good!"", ""Try adding sliced zucchini, too."")"
552,Garlic Cauliflower,7,5,12,"c(""olive oil"", ""cauliflower florets"", ""red bell pepper"", ""garlic cloves"", ""water"")",68.0,2.8,0.4,0.0,44.1,9.6,3.5,4.0,3.2,"c(""Heat oil in a heavy nonstick skillet over medium high heat."", ""Saute next 4 ingredients 2-3 minutes, stirring frequently."", ""Add stock, cover skillet and cook another 3-4 minutes or until cauliflower is tender."")"
555,Garlic Greek Sauce,0,35,35,"c(""yogurt"", ""cucumber"", ""garlic"", ""salt"", ""pepper"", ""lemon juice"")",188.1,7.7,4.9,29.5,111.0,22.5,1.6,15.6,10.0,"c(""Cut up the cucumber into very small pieces. Sprinkle them with a little salt"", ""and let them sit for a few minutes. This will draw out excess moisture."", ""Rinse them (but don't soak them) to get off the salt. Crush the garlic and"", ""mix it with the yogurt. If you like your sauce thick, drain in through a"", ""cheese cloth and use only the thick stuff that remains. Finally, mix in the"", ""cucumber. I like to add a lot of pepper and, at the last minute, a little"", ""lemon juice."")"
556,Garlic Pizza Crust,0,90,90,"c(""water"", ""sugar"", ""salt"", ""flour"", ""garlic cloves"")",1814.5,58.5,7.7,0.0,1181.7,279.7,11.5,13.6,39.0,"c(""Dissolve yeast in water and add sugar."", ""wait a few minutes."", ""add oil  and salt  and garlic ."", ""mix in 3 cups flour and whip about 10 min till it leaves the  side of the mixer bowl."", ""add remaining flour w/ dough hook or by hand."", ""knead  till  smooth."", ""allow to rise twice in the bowl."", ""punch down."", ""(I rush this a bit) oil  baking sheets .use fingers press out to edges."", ""Makes 2 pizzas, cookie sheet size, let rise a bit and top."", ""bake at  425*  20min.this is fantastic."", ""crust smells slightly like garlic  bread."", 
""but is  notstrong."", ""We usually make one cheese and the  other with ground."", ""beef, ham,  onion and mushroom."", ""Even the kids say it is the best crust so far."", ""This makes  2 cookie sheet sized or 12 after school snack size I  form them in thebottom of  a cheapo pie pan, top and bake  completely and put them in zip bags."")"
557,Baked Breakfast Potatoes,60,20,80,"c(""black pepper"", ""nonfat sour cream"", ""sour cream"", ""low-fat sharp cheddar cheese"", ""sharp cheddar cheese"", ""Kraft Healthy Favorites Fat Free Cheddar"", ""cheddar cheese"", ""potatoes"")",149.3,1.6,1.0,7.1,136.2,26.7,2.1,4.9,7.4,"c(""In a large bowl combine all ingredients except the corn flakes."", ""Mix well and pour into a 9 X 13 inch casserole sprayed with non-stick cooking spray."", ""Sprinkle crushed corn flakes on top."", ""Bake at 350 degrees F or 45 to 60 minutes."")"
558,German Potato-Cheese Soup,40,30,70,"c(""water"", ""chicken broth"", ""pepper"", ""carrots"", ""potatoes"", ""onion"", ""celery"", ""mayonnaise"", ""processed cheese"", ""cheddar cheese"", ""swiss cheese"")",335.8,20.6,9.7,45.8,775.8,24.2,2.7,5.6,14.3,"c(""Peel and prepare vegetables."", ""In a large cooking pot, add water, chicken broth,  chicken soup base, black pepper, carrots, potatoes, onions and bring to boil."", ""Reduce heat and simmer for 15 minutes or until vegetables are tender; stirring  occasionally."", ""Add celery, sweet red pepper and simmer for 5 minutes more.   Gradually add mayonnaise to hot soup, whisking until smooth."", ""Reduce heat to  medium and add processed cheese, sharp cheddar cheese and Swiss cheese and  simmer for 5 minutes or until cheese melts and soup is creamy; stirring  constantly."", 
""Add instant mashed potatoes and stir well."", ""Let soup sit for 15 minutes before serving."", ""This soup is very rich, but good."", ""Refrigerate any unused portion."", ""Serves 12"")"
561,Golden Baked Fish,20,30,50,"c(""pepper"", ""salt"", ""mayonnaise"", ""dill weed"", ""onion"", ""fresh dill"", ""lemon wedge"")",299.8,6.9,1.1,128.5,294.9,3.6,0.0,1.0,52.8,"c(""Place fish in a greased 13-in X 9-in x 2 baking dish; sprinkle with pepper."", ""Beat egg white with salt if desired until stiff peaks form."", ""Fold in mayonnaise, dill and onion juice, spoon over fish."", ""Bake uncovered at 425 degrees for 15 to 20 minutes or until topping is puffed and golden and fish flakes easily with a fork."", ""Garnish with dill and lemon if desired."")"
562,Baked Crabmeat,25,25,50,"c(""green peppers"", ""celery"", ""fresh parsley"", ""prepared mustard"", ""pepper"", ""egg substitute"", ""calorie-reduced mayonnaise"", ""fresh crabmeat"")",5.6,0.1,0.0,0.0,15.2,1.2,0.5,0.6,0.3,"c(""Using a nonstick skillet, coat with cooking spray and place over medium-high  heat until hot."", ""Add chopped pepper and celery and saute until tender; approx.  5  minutes."", ""Remove from heat and add parsley, mustard, ground pepper and hot sauce & stir well."", ""In a separate bowl, beat eggs lightly and combine with mayonnaise;  stir with wire whisk until smooth."", ""Add celery mixture and crabmeat; stirring  gently."", ""Divide into individual baking cups and place on baking sheet. Bake at  375 degrees for 15 to 20 minutes.""
)"
566,Greek Salad Dressing,0,2,2,"c(""minced garlic clove"", ""salt"", ""pepper"", ""olive oil"", ""red wine vinegar"", ""oregano"")",485.4,54.0,7.5,0.0,875.8,0.6,0.0,0.0,0.1,"""Place all ingredients in a jar, seal tightly and shake well."""
567,Corn Dogs,10,10,20,"c(""yellow cornmeal"", ""flour"", ""baking powder"", ""salt"", ""egg"", ""milk"")",290.2,15.8,6.2,58.6,701.2,27.0,1.5,1.7,9.8,"c(""Combine cornmeal, flour, baking powder, salt and egg; mix well."", ""Stir in milk to make a thick batter; place in a tall narrow glass. Let stand 4 minutes to thicken."", ""Meanwhile, heat oil to 375 degrees F."", ""Pat hot dogs dry. Dust with flour if desired. Insert sticks in hot dogs; dip into batter. Let excess drip off."", ""Fry until golden brown, about 5-6 minutes. (I've found it works best to fry them one at a time. Unless you have a fryer that is big enough to handle more without them touching.)."", 
""Drain on paper towel."")"
568,Corn Fritters,0,25,25,"c(""flour"", ""baking powder"", ""salt"", ""egg"", ""milk"", ""butter"", ""corn"")",380.9,8.1,3.5,104.9,840.7,65.5,3.5,3.6,13.2,"c(""Mix the dry ingredients, gradually adding the milk and well beaten egg."", ""Beat thoroughly and then add the melted butter and corn."", ""Drop by spoonfuls into hot deep fat and fry until well browned."", ""Drain on brown paper."")"
569,Fresh Crab Cocktail,0,20,20,"c(""tomato sauce"", ""horseradish"", ""Burgundy wine"", ""lemon juice"", ""pepper"", ""salt"")",34.2,0.3,0.0,0.0,956.2,7.8,2.1,5.9,1.7,"c(""Combine all ingredients by hand and chill thoroughly."", ""Crab Cocktail  2 whole fresh Dugeness crab, cleaned and cracked  Shredded fresh icebury lettuce  2 fresh lemons, quartered  Line a serving bowl with the shredded lettuce. Arrange a cracked  crab attractively on top of lettuce and garnish with lemon quarters."", ""Serve cocktail sauce in separate bowl."", ""Serves 4  a  list for those seeking a lost favorite or family recipe"")"
572,Fried Green Tomatoes,15,40,55,"c(""green tomatoes"", ""sugar"", ""flour"", ""salt"", ""pepper"", ""butter"")",134.3,8.0,4.9,20.3,277.5,14.3,1.7,5.0,2.6,"c(""Sprinkle sliced tomatoes with sugar, let stand about 15 minutes."", ""Combine flour, salt and pepper and coat tomato slices."", ""Melt 2 tbsp  butter in skillet."", ""Brown  tomatoes  slowly on both sides."", ""Remove each batch to oven proof platter and  keep in oven until all tomatoes are cooked."", ""Add more butter if needed."", ""For  crisp slices, serve as is."", ""Or add 1/2 cup light cream or dairy half and half to skillet. Heat, stirring into drippings, and pour over tomatoes."")"
